name,key_skills,salary_from,salary_to,salary_currency,area_name,published_at
Разработчик iOS и Android,"Kotlin
iOS
ООП
Управление проектами
Android",100000.0,150000.0,RUR,Екатеринбург,2022-04-05T14:47:14+0300
IOS Middle/Senior Developer,"REST API
Эффективное принятие решений
iOS
Xcode
TestFlight
SWIFT
CoreData
Git
React Native",44000.0,82500.0,RUR,Ташкент,2022-04-07T10:42:47+0300
Разработчик iOS/Android,"CSS
Git
HTML
Objective-C
Android
iOS
REST
JavaScript",90000.0,110000.0,RUR,Краснодар,2022-04-07T12:14:27+0300
IOS разработчик,"Ответственность
iOS
Objective-C
Swift
Core Data
SOLID
unit-тесты",250000.0,350000.0,RUR,Москва,2022-04-07T13:13:34+0300
IOS QA Engineer,"Git
Swift
iOS
Mobile
QA",179700.0,179700.0,RUR,Кипр,2022-04-07T14:01:30+0300
IOS (Swift/obj-c) разработчик,"Swift
Objective-C
iOS
iOS SDK
Git
ООП
Работа в команде",40000.0,70000.0,RUR,Москва,2022-04-07T16:30:53+0300
IOS разработчик,"Mac Os
Xcode
iOS
Git
Swift
SOLID
Foundation
UIKit
Core Data
Mac Software
Vkontakte Api
CoreData
Эффективное принятие решений
Линейное программирование
MacOS
IWork
Позитивное мышление
Работа в условиях многозадачности",30330.0,90990.0,RUR,Ташкент,2022-04-08T07:16:45+0300
Middle iOS Developer,"Git
iOS
iOS SDK
Swift
MVP
VIPER",170000.0,260000.0,RUR,Ульяновск,2022-04-08T11:47:15+0300
IOS разработчик,"ООП
iOS",200000.0,400000.0,RUR,Санкт-Петербург,2022-04-08T14:13:22+0300
IOS разработчик (Middle),"Objective-C
Swift
iOS
ООП",180000.0,280000.0,RUR,Санкт-Петербург,2022-04-08T15:20:14+0300
IOS разработчик (удаленно),"Atlassian Jira
ООП
Design Patterns
Swift
RxSwift
iOS
JSON
Git",120000.0,200000.0,RUR,Санкт-Петербург,2022-04-08T16:08:30+0300
IOS разработчик (Swift),"Swift
Английский язык
iOS
Xcode
Mac Os",109188.0,181980.0,RUR,Москва,2022-04-08T17:28:24+0300
IOS разработчик (Swift),"iOS
Swift",230000.0,330000.0,RUR,Москва,2022-04-10T12:08:54+0300
IOS разработчик,"iOS
Git
UI
Objective-C
Swift",120000.0,200000.0,RUR,Краснодар,2022-04-10T15:40:26+0300
Middle IOS разработчик,"Swift
Git
iOS
ООП
Xcode",121320.0,151650.0,RUR,Москва,2022-04-10T16:08:25+0300
Senior iOS Developer в Fax App,"Английский — B1 — Средний
Разработка ПО
iOS
Scrum
Kanban
Teamleading
Atlassian Jira
Git
Разработка мобильных приложений
Разработка технических заданий
Программирование мобильных приложений
iOS SDK
Swift
Cocoapods
SQLite
RxSwift
Swinject
Fastlane
Azure Pipelines
Xcode
XCUITest",250000.0,350000.0,RUR,Москва,2022-04-10T17:58:42+0300
IOS Swift Developer (Middle-Senior) / iOS разработчик,"iOS
Swift
Xcode
REST
WebSocket
Mobile developing
Blockchain
Git
Atlassian Jira
Java
Android SDK
Kotlin",150000.0,300000.0,RUR,Москва,2022-04-10T17:59:10+0300
Middle iOS Developer в Scanner App,"Swift
MVVM
Atlassian Jira
CocoaPods
VIPER
SQLite
RxSwift
Swinject
Fastlane
Azure Pipelines
Xcode
XCUITest",200000.0,250000.0,RUR,Москва,2022-04-10T18:04:28+0300
IOS разработчик,"iOS
Swift
Git
Objective-C
Realm
UIKit
Kanban
Scrum
CocoaPods
MVC
MVVM",120000.0,200000.0,RUR,Москва,2022-04-10T18:05:35+0300
Junior IOS - разработчик (удалённо),"MVVM
ООП
Firebase
iOS
Swift
iOS SDK
Foundation
UIKit
Clean Swift
Google Maps SDK
Autolayout
Animation
Networking
Git
AppStore
AppMetrica
crashlytics
MVC",60000.0,70000.0,RUR,Санкт-Петербург,2022-04-11T01:19:48+0300
Junior iOS Developer,"Git
iOS
Swift",80000.0,120000.0,RUR,Екатеринбург,2022-04-11T09:18:10+0300
Старший Разработчик iOS Developer,"Objective-C
Git
iOS
ООП
SQL
Работа в команде",50000.0,100000.0,RUR,Махачкала,2022-04-11T10:33:00+0300
IOS developer,"Swift
VIPER
ООП
iOS
Английский язык",200000.0,350000.0,RUR,Томск,2022-04-12T10:13:52+0300
Middle/Senior IOS разработчик,"Objective-C
iOS
Mac Os
Windows 7
C/C++
swift",90990.0,181980.0,RUR,Ташкент,2022-04-13T08:18:07+0300
IOS Developer,"Swift
Английский язык
UIKit
iOS
SwiftUI",121320.0,151650.0,RUR,Санкт-Петербург,2022-04-13T09:55:37+0300
Senior/middle iOS Developer,"Objective-C
iOS
Xcode
Swift
Английский язык
CocoaPods
Оптимизация кода
SDK",151650.0,303300.0,RUR,Минск,2022-04-13T10:43:28+0300
Middle/Middle+ iOS developer,"iOS
Swift
Objective-C
Core Data
SOLID
Git",170000.0,250000.0,RUR,Калининград,2022-04-13T10:45:46+0300
Junior iOS разработчик,"Git
ООП
Сбор и анализ информации
Разработка ПО
Тестирование
iOS
Xcode",25000.0,35000.0,RUR,Краснодар,2022-04-13T11:06:15+0300
IOS разработчик,"Swift
Git
iOS
Xcode
ООП",220000.0,350000.0,RUR,Новосибирск,2022-04-13T11:32:59+0300
IOS разработчик middle/senior,"Мобильные приложения
iOS
Разработка ПО
Swift
Git
RxSwift
SDK",180000.0,290000.0,RUR,Москва,2022-04-13T12:45:44+0300
Разработчик мобильного приложения ( IOS или Android ),"Android
ООП
Java
iOS
Kotlin",100000.0,150000.0,RUR,Санкт-Петербург,2022-04-13T13:08:51+0300
Разработчик мобильного приложения ( IOS / Android ),"Android
ООП
Java
iOS
Kotlin",100000.0,150000.0,RUR,Екатеринбург,2022-04-13T13:08:51+0300
Разработчик мобильного приложения (IOS / Android),"Android
ООП
Java
iOS
Kotlin",100000.0,150000.0,RUR,Новосибирск,2022-04-13T13:08:51+0300
Разработчик мобильного приложения ( IOS / Android ),"Android
ООП
Java
iOS
Kotlin",100000.0,150000.0,RUR,Липецк,2022-04-13T13:08:51+0300
Разработчик мобильного приложения ( IOS / Android ),"Android
ООП
Java
iOS
Kotlin",100000.0,150000.0,RUR,Сочи,2022-04-13T13:08:51+0300
Разработчик мобильного приложения (IOS / Android),"Android
ООП
Java
iOS
Kotlin",100000.0,150000.0,RUR,Краснодар,2022-04-13T13:08:51+0300
Middle / Senior IOS разработчик (удаленно),"Swift
iOS
Xcode
VIPER
ООП",212310.0,272970.0,RUR,Санкт-Петербург,2022-04-14T09:37:23+0300
IOS разработчик,"Swift
iOS
Git",50000.0,150000.0,RUR,Омск,2022-04-14T10:10:01+0300
Junior iOS разработчик,"UIKit
Удаленная работа
SwiftUI
Xcode
Swift",18198.0,36396.0,RUR,Минск,2022-04-14T11:40:16+0300
"IOS-разработчик Middle+ (Senior, Teamlead) Удаленно","Swift
Работа в команде
iOS
Креативность
VIPER
корнер-кейсы
толерантность
MVVM
код-ревью
удаленная работа",150000.0,250000.0,RUR,Санкт-Петербург,2022-04-14T12:05:27+0300
"IOS-разработчик Middle+ (Senior, Teamlead), Удаленно","Swift
Работа в команде
iOS
Креативность
VIPER
корнер-кейсы
толерантность
MVVM
код-ревью
удаленная работа",150000.0,250000.0,RUR,Москва,2022-04-14T12:05:27+0300
Middle/Senior iOS разработчик,"iOS
Swift",250000.0,300000.0,RUR,Москва,2022-04-14T13:57:19+0300
IOS разработчик,"Swift
Objective-C
iOS
Scrum
Atlassian Jira",150000.0,300000.0,RUR,Москва,2022-04-14T14:12:24+0300
Разработчик iOS/Android,"Java
Android
Android SDK
Git
ООП
Objective-C
Swift",120000.0,160000.0,RUR,Казань,2022-04-14T14:31:04+0300
IOS разработчик,"Swift
iOS
MVC
UIKit
Foundation
CoreData
Удаленная работа
Работа с банками
SOLID
MVVM",150000.0,280000.0,RUR,Москва,2022-04-14T14:31:26+0300
IOS разработчик,"iOS
swift",100000.0,150000.0,RUR,Брянск,2022-04-14T16:45:58+0300
IOS программист Middle (Удаленно),"iOS
JSON
Swift
SOLID
REST API
MVC
MVVM
VIPER
Codable
Realm
ООП
API
Clean Architecture",150000.0,300000.0,RUR,Москва,2022-04-14T22:13:33+0300
IOS разработчик,"Swift
Git
Objective-C
iOS
Xcode
MVC
Блокчейн
Blockchain
API
Unit Testing
Bitbucket
Mac Os
WebSocket",30000.0,110000.0,RUR,Омск,2022-04-15T09:21:17+0300
Разработчик iOS (swift),"iOS
ООП
Mac Os
swiftui
Swift",50000.0,120000.0,RUR,Брянск,2022-04-15T14:12:06+0300
Старший iOS разработчик (удалённо),"iOS
Swift
Clean Architecture
WebSocket
ООП
MVVM
RxSwift",250000.0,400000.0,RUR,Москва,2022-04-15T14:18:34+0300
IOS разработчик,"Objective-C
iOS
Swift
Git
ООП",100000.0,150000.0,RUR,Омск,2022-04-17T07:33:16+0300
IOS Developer,"Objective-C
iOS
Swift",200000.0,350000.0,RUR,Екатеринбург,2022-04-17T08:37:24+0300
IOS разработчик (удаленно),"Atlassian Jira
ООП
Design Patterns
Swift
RxSwift
iOS
JSON
Git",120000.0,200000.0,RUR,Санкт-Петербург,2022-04-17T11:33:43+0300
Разработчик мобильных приложений iOS,"iOS
Swift
SQL
REST
MVC
MVP",50000.0,200000.0,RUR,Санкт-Петербург,2022-04-17T11:55:59+0300
Разработчик мобильных приложений iOS,"iOS
Swift
SQL
REST
MVC
MVP",50000.0,200000.0,RUR,Москва,2022-04-17T11:56:29+0300
IOS разработчик,"Swift
iOS
Xcode
Мобильные приложения",120000.0,240000.0,RUR,Тюмень,2022-04-17T13:07:30+0300
"Mobile Middle Developer (Android, IOS)","Git
React Native
TypeScript
REST API",220000.0,250000.0,RUR,Москва,2022-04-17T16:04:16+0300
Ведущий iOS разработчик в Дзен-мани,"Kotlin
Swift
iOS",200000.0,250000.0,RUR,Санкт-Петербург,2022-04-17T16:42:30+0300
Middle iOS Developer,"Swift
Xcode
MVVM
Firebase
UIKit
REST API
SwiftUI",200000.0,300000.0,RUR,Ростов-на-Дону,2022-04-17T17:06:58+0300
Android/IOS mobile developer,"Git
Java
Flutter
ООП
Kotlin
Dart
Swift
Android
Мобильные приложения
JavaScript
React-Native
Unit Testing
Английский язык",80000.0,180000.0,RUR,Ростов-на-Дону,2022-04-17T17:22:31+0300
IOS Developer,"Swift
Rx",150000.0,250000.0,RUR,Москва,2022-04-17T17:31:29+0300
IOS developer,"Objective-C
iOS
Mac Os
Core Data
Web
Swift
Cocoa Touch",90990.0,242640.0,RUR,Москва,2022-04-17T18:51:10+0300
Разработчик Swift (iOS/macOS),"iOS
Swift
Objective-C
Mac Os
CocoaPods",480000.0,510000.0,RUR,Москва,2022-04-17T23:25:14+0300
IOS разработчик,"Swift
Git
Realm
iOS
ООП
MVVM",100000.0,220000.0,RUR,Казань,2022-04-18T09:21:40+0300
IOS разработчик,"Swift
Git
Realm
iOS
ООП
MVVM",100000.0,220000.0,RUR,Новосибирск,2022-04-18T09:21:40+0300
IOS разработчик,"Swift
Git
Realm
iOS
ООП
MVVM",100000.0,220000.0,RUR,Санкт-Петербург,2022-04-18T09:21:40+0300
IOS разработчик,"Swift
Git
Realm
iOS
ООП
MVVM",100000.0,220000.0,RUR,Екатеринбург,2022-04-18T09:21:40+0300
IOS разработчик,"Swift
Git
Realm
iOS
ООП
MVVM",100000.0,220000.0,RUR,Нижний Новгород,2022-04-18T09:21:40+0300
IOS разработчик,"Swift
Git
Realm
iOS
ООП
MVVM",100000.0,220000.0,RUR,Челябинск,2022-04-18T09:21:40+0300
IOS разработчик,"Swift
Git
Realm
iOS
ООП
MVVM",100000.0,220000.0,RUR,Самара,2022-04-18T09:21:40+0300
IOS разработчик,"Swift
Git
Realm
iOS
ООП
MVVM",100000.0,220000.0,RUR,Омск,2022-04-18T09:21:40+0300
IOS разработчик,"Swift
Git
Realm
iOS
ООП
MVVM",100000.0,220000.0,RUR,Ростов-на-Дону,2022-04-18T09:21:40+0300
IOS разработчик,"Swift
Git
Realm
iOS
ООП
MVVM",100000.0,220000.0,RUR,Уфа,2022-04-18T09:21:40+0300
IOS разработчик,"Swift
Git
Realm
iOS
ООП
MVVM",100000.0,220000.0,RUR,Красноярск,2022-04-18T09:21:40+0300
IOS разработчик,"Swift
Git
Realm
iOS
ООП
MVVM",100000.0,220000.0,RUR,Воронеж,2022-04-18T09:21:40+0300
IOS разработчик,"Swift
Git
Realm
iOS
ООП
MVVM",100000.0,220000.0,RUR,Волгоград,2022-04-18T09:21:40+0300
IOS разработчик,"Swift
Git
Realm
iOS
ООП
MVVM",100000.0,220000.0,RUR,Тюмень,2022-04-18T09:21:40+0300
IOS разработчик,"Swift
Git
Realm
iOS
ООП
MVVM",100000.0,220000.0,RUR,Пермь,2022-04-18T09:21:40+0300
IOS FullStack developer,"Kotlin
Swift
Git
Java
Flutter
Android
MVVM
iOS
Objective-C",24264.0,72792.0,RUR,Бишкек,2022-04-18T09:39:20+0300
IOS разработчик,"Swift
iOS
Objective-C
Английский язык
Mac Os
Мобильные приложения
Свободное владение английским языком
Core Data
Креативность
Чувство стиля",151650.0,212310.0,RUR,Москва,2022-04-18T10:02:35+0300
IOS Developer,"Английский язык
ООП
Realm
iOS
Swift",181980.0,212310.0,RUR,Санкт-Петербург,2022-04-18T12:15:15+0300
IOS-разработчик (Swift),"iOS
ООП
Мобильная разработка
Разработка под iOS
Mobile Development
Разработка iOS-приложений
Xcode",200000.0,240000.0,RUR,Москва,2022-04-19T10:15:26+0300
IOS developer,Английский язык,119800.0,179700.0,RUR,Нур-Султан,2022-04-19T13:26:30+0300
Senior iOS developer,"iOS
Английский язык
Swift
Objective-C",242640.0,303300.0,RUR,Санкт-Петербург,2022-04-19T13:30:13+0300
IOS разработчик,"ООП
iOS
SWIFT
IOS SDK",48528.0,72792.0,RUR,Ташкент,2022-04-19T15:16:05+0300
IOS/Android Engineer (Remote),"iOS
Android
ООП
Работа в команде
Git
SOLID
Удаленная работа
Паттерны проектирования",150000.0,300000.0,RUR,Краснодар,2022-04-19T15:35:14+0300
IOS-разработчик,"Swift
Git
iOS
Xcode
Alamofire
SDK
Unit-тесты",250000.0,450000.0,RUR,Санкт-Петербург,2022-04-19T16:26:28+0300
Junior iOS разработчик (удаленно),"iOS
RxSwift
MVVM
AutoLayout",40000.0,50000.0,RUR,Новосибирск,2022-04-19T16:36:58+0300
"IOS разработчик (middle), удаленно","iOS
Swift
Xcode",100000.0,140000.0,RUR,Ростов-на-Дону,2022-04-19T18:53:43+0300
IOS разработчик,"Swift
iOS
Обучение и развитие
Xcode
Разработка нового продукта",250000.0,285000.0,RUR,Москва,2022-04-19T23:13:29+0300
IOS разработчик,"Swift
iOS
Обучение и развитие
Xcode
Разработка нового продукта",250000.0,285000.0,RUR,Екатеринбург,2022-04-19T23:13:29+0300
IOS разработчик,"Swift
iOS
Обучение и развитие
Xcode
Разработка нового продукта",250000.0,285000.0,RUR,Санкт-Петербург,2022-04-19T23:13:29+0300
IOS Developer (Swift),"iOS
Swift
Xcode",242640.0,303300.0,RUR,Минск,2022-04-20T08:46:31+0300
IOS AR Engineer,"Английский язык
OpenGL
SwiftUI
iOS
ARKit
RealityKit
WebGL
React Native",303300.0,485280.0,RUR,Москва,2022-04-20T10:08:17+0300
Разработчик мобильных приложений (iOS; Android),"Linux
Подготовка презентаций
Android
HTML
Работа в команде",16500.0,99000.0,RUR,Андижан,2022-04-20T11:58:49+0300
IOS-разработчик,"iOS
Objective-C
Swift",200000.0,250000.0,RUR,Москва,2022-04-20T12:14:14+0300
IOS разработчик,"ООП
iOS",200000.0,400000.0,RUR,Санкт-Петербург,2022-04-20T12:24:25+0300
IOS разработчик,"Работа с базами данных
Внимательность, ответственность
Удаленная работа
swift",40000.0,100000.0,RUR,Самара,2022-04-20T16:25:19+0300
IOS разработчик (middle),"Информационные технологии
iOS
Git
REST API
Swift",100000.0,200000.0,RUR,Москва,2022-04-20T17:53:41+0300
IOS разработчик,"Swift
iOS
Xcode
Mac Os
Foundation
Работа в команде
UI
Unit-тесты
AppStore
GitHub Arctic Code Vault",250000.0,450000.0,RUR,Москва,2022-04-20T18:19:07+0300
Android/iOS Developer,"Kotlin
Objective-C
Node.js
TypeScript
AWS
Golang
Swift",181980.0,303300.0,RUR,Москва,2022-04-21T01:09:17+0300
Middle iOS разработчик,"Xcode
Firebase
Realm
Mac Os",60800.0,76000.0,RUR,Бишкек,2022-04-21T09:03:39+0300
Senior / TeamLead iOS,"iOS
Objective-C
REST
Multithread Programming
Git
Xcode
ООП",250000.0,350000.0,RUR,Москва,2022-04-21T10:50:39+0300
IOS developer,"Objective-C
Swift
iOS
Core Data
UI",218000.0,235000.0,RUR,Москва,2022-04-21T10:52:00+0300
IOS разработчик,"Swift
iOS",250000.0,450000.0,RUR,Москва,2022-04-21T11:16:35+0300
Senior IOS developer,"iOS
Objective-C
Swift
Xcode
ООП
Core Data
многопоточность
GCD
UlView
MVC
MVVM
MVP
SOLID",200000.0,300000.0,RUR,Ульяновск,2022-04-21T12:04:39+0300
IOS разработчик,"Swift
iOS
Xcode
ООП
VIPER
Git",150000.0,250000.0,RUR,Москва,2022-04-21T14:27:48+0300
Junior QA Engineer Android/iOS,"Atlassian Jira
Функциональное тестирование
Test case
XML
Тестирование",25000.0,35000.0,RUR,Брянск,2022-04-21T15:45:16+0300
IOS разработчик,"Objective-C
Swift
Git
Mac Software
UI/UX
iOS
CoreData",179700.0,359400.0,RUR,Москва,2022-04-21T15:56:56+0300
IOS-разработчик,"Swift
iOS
Xcode
Разработка нового продукта
Гибкость",250000.0,285000.0,RUR,Новосибирск,2022-04-22T06:02:24+0300
IOS-разработчик,"Swift
iOS
Xcode
Разработка нового продукта
Гибкость",250000.0,285000.0,RUR,Казань,2022-04-22T06:02:24+0300
"Mobile Application Developer (iOS, Flutter, React Native,  Xamarin)","Dart
iOS
Vkontakte Api
Yandex Maps API
MacOS
Flutter",19250.0,38500.0,RUR,Ташкент,2022-04-24T17:01:27+0300
Middle/Senior iOS Developer,"SOLID
Планирование карьеры
REST API
Эффективное принятие решений
CoreData
SWIFT
Alamorefire
TestFlight
Git",55000.0,165000.0,RUR,Ташкент,2022-04-25T07:19:46+0300
IOS Developer,"iOS
Git
SQL
Swift
MVC
MVP
VIPER
MVVM",70000.0,120000.0,RUR,Ростов-на-Дону,2022-04-25T13:33:11+0300
IOS Developer,"iOS
Git
SQL
Swift
MVC
MVP
VIPER
MVVM",70000.0,120000.0,RUR,Томск,2022-04-25T13:33:11+0300
"IOS-разработчик Middle+ (Senior/Teamlead), Удаленно","Swift
Работа в команде
iOS
Креативность
VIPER
корнер-кейсы
толерантность
MVVM
код-ревью
удаленная работа",250000.0,450000.0,RUR,Орск,2022-04-26T16:39:47+0300
Senior IOS разработчик (Удаленная работа),"Swift
iOS
MVC
Teamleading",239600.0,359400.0,RUR,Москва,2022-04-27T14:54:02+0300
Middle iOS Developer,"Swift
Xcode
MVVM
Firebase
UIKit
REST API
SwiftUI",200000.0,300000.0,RUR,Ростов-на-Дону,2022-04-28T12:18:22+0300
IOS разработчик (SWIFT),"Swift
ООП
Xcode
iOS
Router
SwiftLint
XcodeGen
Fastlane
Cocoapods
Flagr
Localazy
Firebase
Alamofire
SwiftyJSON",200000.0,400000.0,RUR,Москва,2022-04-28T14:28:19+0300
IOS разработчик (удалённо),"Swift
iOS
Git
Agile Project Management
Rx",250000.0,300000.0,RUR,Санкт-Петербург,2022-05-02T12:21:31+0300
"IOS-разработчик Middle+ (Senior/Teamlead), Удаленно","Swift
Работа в команде
iOS
Креативность
VIPER
корнер-кейсы
толерантность
MVVM
код-ревью
удаленная работа",250000.0,450000.0,RUR,Саратов,2022-05-03T10:13:37+0300
IOS разработчик (Южная Корея),"Objective-C
Git
Swift
iOS
Знание английского языка
Умение расставлять приоритеты
Middle
Английский язык (Upper-Intermediate)",303300.0,363960.0,RUR,Санкт-Петербург,2022-05-04T13:37:29+0300
IOS разработчик,"iOS
Swift
Git
ООП
StoreKit
Viper
TDD
GCD
Scrum
Kanban
RXSwift",180000.0,200000.0,RUR,Москва,2022-05-05T10:06:12+0300
IOS разработчик,"iOS
Swift",150000.0,250000.0,RUR,Симферополь,2022-05-05T10:43:04+0300
Junior iOS Developer,"Git
ООП
Swift
REST
iOS",50000.0,100000.0,RUR,Санкт-Петербург,2022-05-05T11:04:51+0300
IOS разработчик,"Swift
Git
iOS
Xcode
ООП",220000.0,350000.0,RUR,Москва,2022-05-05T14:02:31+0300
IOS разработчик,"Swift
Git
iOS
Xcode
ООП",220000.0,350000.0,RUR,Санкт-Петербург,2022-05-05T14:03:32+0300
IOS разработчик,"Swift
Git
iOS
Xcode
ООП",220000.0,350000.0,RUR,Самара,2022-05-05T14:04:15+0300
IOS разработчик,"Swift
Git
iOS
Xcode
ООП",220000.0,350000.0,RUR,Саратов,2022-05-05T14:05:23+0300
IOS разработчик,"Swift
Git
iOS
Xcode
ООП",220000.0,350000.0,RUR,Екатеринбург,2022-05-05T14:06:09+0300
IOS разработчик,"Swift
Git
iOS
Xcode
ООП",220000.0,350000.0,RUR,Пермь,2022-05-05T14:07:09+0300
IOS разработчик,"Swift
Git
iOS
Xcode
ООП",220000.0,350000.0,RUR,Челябинск,2022-05-05T14:10:29+0300
IOS разработчик,"Swift
Git
iOS
Xcode
ООП",220000.0,350000.0,RUR,Казань,2022-05-05T14:52:40+0300
IOS разработчик,"Swift
Git
iOS
Xcode
ООП",220000.0,350000.0,RUR,Нижний Новгород,2022-05-05T14:56:07+0300
IOS разработчик,"Swift
Git
iOS
Xcode
ООП",220000.0,350000.0,RUR,Омск,2022-05-05T14:57:20+0300
IOS разработчик,"Swift
Git
iOS
Xcode
ООП",220000.0,350000.0,RUR,Ростов-на-Дону,2022-05-05T15:14:35+0300
"IOS разработчик в Эфириум кошелек (middle/upper middle, удаленно)","Swift
Git
iOS
Английский язык
Xcode
iOS разработка
VIPER
Core Data",150000.0,200000.0,RUR,Санкт-Петербург,2022-05-06T02:27:41+0300
IOS разработчик,"UIKit
Git
ООП
Swift
Xcode
SOLID
Core Data
Мобильные приложения
iOS
VIPER
MVVM",200000.0,300000.0,RUR,Нижний Новгород,2022-05-06T09:36:38+0300
IOS developer,Английский язык,119800.0,239600.0,RUR,Минск,2022-05-06T13:12:38+0300
Разработчик iOS,"iOS
Objective-C
Xcode
C++
Mac Os
MRC
ARC
UIKit
Foundation
GCD
TCP
CFNetwork
Core Animation
OpenGL ES",329450.0,419300.0,RUR,Кипр,2022-05-06T14:21:35+0300
IOS разработчик (Южная Корея),"Objective-C
Git
Swift
iOS
Знание английского языка
Умение расставлять приоритеты
Middle
Английский язык (Upper-Intermediate)",303300.0,363960.0,RUR,Новосибирск,2022-05-06T16:03:03+0300
Mobil developer (Flutter(iOS and Android),"Алгоритмы
Алгоритмы и структуры данных
API
Soft skills
Паттерны проектирования
Creativity
NoSQL
SQL
XML
Java
kotlin
dart
flutter
swift
Android SDK
Android
mobile development
ООП",22000.0,99000.0,RUR,Ташкент,2022-05-06T16:48:25+0300
Senior IOS разработчик,"Swift
iOS
Objective-C
Английский язык
Mac Os
Мобильные приложения
Свободное владение английским языком
Core Data
Креативность
Чувство стиля",212310.0,303300.0,RUR,Москва,2022-05-09T18:57:07+0300
Middle/Senior iOS developer в банк (remote),"Git
Objective-C
ООП
Swift
iOS
HTTP
Cocoa
Scrum",200000.0,400000.0,RUR,Москва,2022-05-10T22:26:20+0300
Middle/Senior iOS developer в банк (remote),"Git
Objective-C
ООП
Swift
iOS
HTTP
Cocoa
Scrum",200000.0,400000.0,RUR,Санкт-Петербург,2022-05-10T22:30:00+0300
"Mobile developer (Android, iOS) junior","Git
React Native
Redux
Dart
TypeScript
HTTP
React
ООП
JavaScript
SOLID
JS
iOS
Flutter
Android
Мобильные приложения
React/Redux
REST API",40000.0,60000.0,RUR,Томск,2022-05-11T06:02:29+0300
Middle IOS-разработчик / Swift Developer,"iOS
Swift",120000.0,180000.0,RUR,Красноярск,2022-05-11T08:53:18+0300
Junior IOS разработчик,"iOS
Ответственность и пунктуальность",19500.0,39000.0,RUR,Астана,2022-05-11T09:03:21+0300
"IOS-разработчик Middle+ (Senior, Teamlead), Удаленно","Swift
Работа в команде
iOS
Креативность
VIPER
корнер-кейсы
толерантность
MVVM
код-ревью
удаленная работа",250000.0,450000.0,RUR,Москва,2022-05-11T09:46:00+0300
IOS разработчик Middle (Удаленно),"iOS
JSON
Swift
SOLID
REST API
MVC
MVVM
VIPER
Codable
Realm
ООП
API
Clean Architecture",150000.0,300000.0,RUR,Уфа,2022-05-11T09:52:39+0300
"IOS-разработчик Middle+, Удаленно","Swift
Работа в команде
iOS
Креативность
VIPER
корнер-кейсы
толерантность
MVVM
код-ревью
удаленная работа",250000.0,450000.0,RUR,Москва,2022-05-11T11:36:10+0300
IOS разработчик/Мобильная разработка (Удаленно),"iOS
JSON
Swift
SOLID
REST API
MVC
MVVM
VIPER
Codable
Realm
ООП
API
Clean Architecture",150000.0,300000.0,RUR,Санкт-Петербург,2022-05-11T12:26:10+0300
IOS разработчик,"Swift
iOS
Xcode
Mac Os
Foundation
Работа в команде
UI
Unit-тесты
AppStore
GitHub Arctic Code Vault",250000.0,450000.0,RUR,Москва,2022-05-11T16:59:32+0300
IOS разработчик (удалённо),"Swift
iOS
Xcode
Mac Os
Foundation
Работа в команде
UI
Unit-тесты
AppStore
GitHub Arctic Code Vault",250000.0,450000.0,RUR,Санкт-Петербург,2022-05-11T17:01:20+0300
IOS разработчик (удалённо),"Swift
iOS
Xcode
Mac Os
Foundation
Работа в команде
UI
Unit-тесты
AppStore
GitHub Arctic Code Vault",250000.0,450000.0,RUR,Москва,2022-05-11T17:03:18+0300
IOS разработчик (удаленно),"Swift
iOS
Xcode
Mac Os
Foundation
Работа в команде
UI
Unit-тесты
AppStore
GitHub Arctic Code Vault",250000.0,450000.0,RUR,Казань,2022-05-11T17:04:54+0300
Frontend-разработчик Android&iOS в Точку Сборки,"Позитивное мышление
Генерация идей
Любовь к людям
Желание учиться и развиваться
Желание работать и зарабатывать",100000.0,200000.0,RUR,Пермь,2022-05-12T10:44:05+0300
Xamarin разработчик (IOS\Android),"iOS
Android
Xamarin
C#",200000.0,250000.0,RUR,Москва,2022-05-12T11:45:34+0300
Junior iOS-разработчик/стажер (Kolesa Academy),"iOS
ООП
Swift
Git
Objective-C",19500.0,19500.0,RUR,Караганда,2022-05-12T15:19:54+0300
Junior iOS-разработчик/стажер (Kolesa Academy),"iOS
ООП
Swift
Git
Objective-C",19500.0,19500.0,RUR,Астана,2022-05-12T15:19:54+0300
Junior iOS-разработчик/стажер (Kolesa Academy),"iOS
ООП
Swift
Git
Objective-C",19500.0,19500.0,RUR,Алматы,2022-05-12T15:19:54+0300
IOS Swift Developer (Middle-Senior) / iOS разработчик,"iOS
Swift
Xcode
REST
WebSocket
Mobile developing
Blockchain
Git
Atlassian Jira
Java
Android SDK
Kotlin",150000.0,300000.0,RUR,Москва,2022-05-14T10:41:32+0300
Программист мобильных приложений (под iOS),"Java
Kotlin
Android
Git
Android SDK
dagger
moxy
REST API",80000.0,150000.0,RUR,Уфа,2022-05-16T08:00:03+0300
IOS разработчик,"Atlassian Jira
Swift
Git
ООП
Unit Testing",179700.0,239600.0,RUR,Москва,2022-05-16T10:31:13+0300
IOS разработчик,"Swift
iOS
Git
ООП
UIKit",200000.0,270000.0,RUR,Москва,2022-05-16T13:44:31+0300
Junior IOS - разработчик (удалённо),"MVVM
ООП
Firebase
iOS
Swift
iOS SDK
Foundation
UIKit
Clean Swift
Google Maps SDK
Autolayout
Animation
Networking
Git
AppStore
AppMetrica
crashlytics
MVC",60000.0,70000.0,RUR,Санкт-Петербург,2022-05-17T01:09:20+0300
